,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
329,159,"text1: people saying their harrie mutuals are unfollowing them rn for live tweeting the show takes me back to the lotte show when one of my fav mutuals softblocked :/

text2: So the boys performed bwl, mir, and black swan at the lotte concert and i missed every bit of it 😞

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
330,41,"text1: Something I've learned about me is that more often than not, I have to be in a good/optimistic mood to listen to a lot of Hip Hop. My senses can't vibe with it if the narrative is positive. It's like ""impostor syndrome."" I ain't got it like that, so those hype songs feel weird.

text2: maybe it's my impostor syndrome but I never get used to people saying they're fans of my work

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
331,229,"text1: I was obviously around durning the Florida recount of the 2000 election, but I had never heard about the “brooks brothers riot”, where a group of gop members stopped a recount of rejected computer votes. If you don't know about it, look it up, very interesting and disturbing.

text2: Calling the recount for bitcoin at 21 million.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,a,b,a,a,b
332,275,"text1: Any unilateral decision 2 begin recount process irrespective of #StabilityAndPartnership legitimate concerns will ignite d flames of crisis. #StateBuilders &amp; its minions in @AfghanistanIEC should know that d days of entrapping are gone. We scrutinize every step of fraudsters.

text2: Damn so Trump finessed his taxes and he got the long money to keep the recount going.... jfc this man moving different

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,a,b,b,a,b
333,202,"text1: st. guillen reverses course, calls for recount as she trails mejia by 10 votes #bospoli #mapoli

text2: These poor swing states being harassed by this president and cost taxpayers $ for his none sense recount , can he just concede, ppl are trying to live normal life from his insanity

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,b
334,5,"text1: I'm done with art Hogwarts for this year btw, it was very good and fun, it gets more fun if you're not trying to land a job :p however I did pretend that I don't have impostor syndrome and showed off my prototype and got a bunch of good feedback ❤️

text2: Sayin someone showed my twitter account to my rents...theres fr an impostor among us

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,b
335,208,"text1: That's it. Auburn can't win this game if they can't make a tackle on a 12 yard completion. Best tackling secondary in the country? They may need to recount those votes. #ALVSAU

text2: Trump spent 3 million to recount a partial vote and they found thousands more votes for Biden lmaoo

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,b
336,127,"text1: kpop groups rly make lotte duty free look great it was. Underwhelming

text2: uhm? was the lotte concert a bh family concert with hwang chiyeul?🥸

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,b,a,b
337,110,"text1: I recently watched the bts run episode where they were running around lotte and omg seokjin actor

text2: i'm finally watching the lotte performances and the harmonies in make it right 😭

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
338,253,"text1: Someone fill me in please. In Kentucky is the gubernatorial race decided already, or will there be a recount? Usually elections this close get recounts.

text2: The Milwaukee County Sheriff's Office is proud to work alongside our partners at the Milwaukee County Clerk's Office and Election Commission to ensure a safe and secure recount. MCSO personnel will secure both the recount proceedings and the county's ballots 24/7.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,a
339,45,"text1: I might have impostor syndrome but smtms I don't believe it when guys say I give good head..

text2: I have impostor syndrome for being alive

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
340,393,"text1: Usually we go to 510 bistro every year the day before thanksgiving but because I'm being the best cousin ever and driving my primo to sf airport I'm missing that tonight 😭😭

text2: My primo on his game and says “DUDE SHUT UP OR IN KICKING YOU” and then later says “hey can I have that jet pack?” 😂😂😂

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,b,a,a
341,267,"text1: I'm sure a recount is in order, but I have Michigan as 8 of 10 from the floor during that 19-0 deluge. Which is still ongoing, technically.

text2: BREAKING NEWS: Fulton County, Georgia says they have completed their recount in the presidential election. Poll counters official say the recount of 528,000 ballots was completed by midnight as required; results will be released by the Secretary of State's Office

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,a
342,133,"text1: are we ready to discuss how jungkooks best hair length was at the lotte concert

text2: I can't believe I skipped lotte family concert.. I mean, I didn't even know that bts will perform today, I feel so strange.

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
343,337,"text1: I still find it so weird that @crecergermanOf se mi primo .. from my moms side for those who don't believe me

text2: S/O to my primo for the drinks!

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,a
