,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
464,396500,i will say that ellen degeneres is someone that i look up to and feel is such an amazing and inspirational person and i definitely admire her so i guess i could say ive got a little crush on her,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,e,e,e,e,e,a,a,a,e,e
465,175953,i want to feel like people are that curious about mine too,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,f
466,227560,i feel more curious than afraid,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,a,f,f,f,f,f,c,a,a,a,f
467,82933,i cant help feeling curious you know after all ive heard,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,c,a,a,f,f
468,292462,i feels scares and curious at the same times,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,a,a,f,a,a,a,b,a,a,a
469,308563,i became so immediately disconnected from myself and my body that i had no idea what was going on a feeling that shocked me and put me in a frenzy of dismay,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,d,f,f,f,f,a,a,a,f,f
470,141812,i feel there are two items of science that have impressed me to think more about god than ever before,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
471,132941,i feel i should not be amazed at this by now but somehow i am always surprised by gods faithfulness and supernatural intervention in our lives,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,f,f,f
472,117332,i guess it took some losing to realize this fact so now here i am focusing on how i really feel and what i want to do and i am absolutely happily overwhelmed by all the possibilities i have,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,c,c,c,f,f,a,a,a,f,c
473,383204,i don t feel strange,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,c
474,403506,i came to the awareness that this is my pattern to feel overwhelmed during this time of the year,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,a,f,a,a,a,a,a,a,d
475,299275,im feeling overwhelmed im going to draw on that image in my head of putting one foot in front of the other,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,a,a,a,a,a,a,d
476,96827,i cant shake him off me or stop feeling curious about what he is doing without me,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,a,f,e,f,f,a,a,a,a,d
477,111538,i feel shocked that i did not ever know about this ongoing issue that has been going on for more then years,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
478,128148,i am not allowing myself to feel surprised anymore alex replies,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,a,f,f,f,f,f,a,a,a,a,f
479,107282,i remember feeling shocked and saying you know evolution has been proven right,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
480,5272,im feeling all impressed with myself,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,c
481,362210,i remember looking out car windows as i was passengered around those first few months and feeling vaguely surprised as i was already deep in shock at how different things looked,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,a,f,f,f,f,f,a,a,a,f,f
482,194386,i am still figuring out how i like it set for flat and uphill for flat dropping the fork to kinda feel weird but i think i am just used to my old bike,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,c,a,a,a,f
483,352612,im feeling so so so overwhelmed,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,d
484,363033,i dont know if its just my mood when i read this anthology this month but i came away from it feeling a little less than impressed,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,d,f,f,a,a,a,d,d
485,243047,i feel quite impressed when the author mentioned this first from citation of simple statistics example and come to a common phenomenon in the market falling into the trap of randomness,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,c,a,a,f,f
